7.5e-01 ,1.4e+01 ,3.2e-01
1.8e+00 ,1.2e+01 ,9.2e-01
2.8e+00 ,1.4e+01 ,7.3e-01
3.9e+00 ,1.7e+01 ,2.1e+00
4.9e+00 ,2.3e+01 ,1.8e+00
5.9e+00 ,3.5e+01 ,9.1e-01
7.0e+00 ,6.1e+01 ,9.9e-01
8.0e+00 ,3.3e+01 ,3.6e-01
9.1e+00 ,1.8e+01 ,2.3e+00
1.0e+01 ,1.1e+01 ,2.1e-01
1.1e+01 ,7.5e+00 ,4.8e-01
1.2e+01 ,6.7e+00 ,5.1e-01
1.3e+01 ,4.4e+00 ,5.8e-01
1.4e+01 ,4.1e+00 ,6.3e-01
